,ID,RA,Dec,simbad_name,Morphology,Morphology_Detailed
988,T03_034T01_9000002500, 10:43:57.701, 11:42:13.716,M  95,GinPair,Galaxy in Pair of Galaxies
989,T03_035T01_9000002696, 12:34:20.309, 8:11:51.900,NGC  4535,HII_G,HII Galaxy
990,T03_036T01_9000002972, 13:18:54.809, -21:2:20.796,NGC  5068,Galaxy,Galaxy
991,T03_037T01_9000002912, 19:9:46.099, -63:51:27.108,NGC  6744,GinGroup,Galaxy in Group of Galaxies
992,T03_037T01_9000002930, 19:9:46.099, -63:51:27.108,NGC  6744,GinGroup,Galaxy in Group of Galaxies
993,T03_040T01_9000002628, 12:49:05.0, +43:05:42.0,,No identification within 1 arcsec,
994,T03_042T01_9000002630, 13:53:02.0, +42:58:14.0,,No identification within 1 arcsec,
995,T03_050T01_9000002620, 10:14:53.48, -15:55:53.2,HE 1012-1540,Pec*,Peculiar Star
996,T03_051T01_9000002588, 11:13:44.90, -30:42:48.0,UCAC4 297-066269,Pec*,Peculiar Star
997,T03_052T01_9000002622, 11:24:27.518, 36:50:28.817,BPS BS 16545-0089,Pec*,Peculiar Star
998,T03_053T01_9000002616, 11:28:48.226, 58:7:41.992,SDSS J112848.22+580741.9,Star,Star
999,T03_056T01_9000002900, 22:11:31.375, 18:5:34.158,BD+17  4708,SB*,Spectroscopic binary
1000,T03_058T01_9000002522, 00:51:39.2, -72:17:03.6,,No identification within 1 arcsec,
1001,T03_059T01_9000002546, 03:32:29.686, -27:44:07.31,,No identification within 1 arcsec,
1002,T03_059T01_9000002554, 03:32:29.686, -27:44:07.31,,No identification within 1 arcsec,
1003,T03_061T01_9000002654, 5:47:1.889, -34:15:2.196,NGC  2090,GinGroup,Galaxy in Group of Galaxies
1004,T03_063T01_9000002550, 11:53:22.313, -11:5:12.588,QSO B1150-1048,QSO,Quasar
1005,T03_066T01_9000002600, 12:15:32.93, 36:17:01,SDSS J121532.93+361700.9,low-mass*,Low-mass star (M<1solMass)
1006,T03_068T01_9000002594, 23:23:24.000, 58:48:54.000,NAME Cas A,SNR,SuperNova Remnant
1007,T03_070T01_9000002632, 03:24:41.10, +34:10:46.00,QSO J0324+3410,BLLac,BL Lac - type object
1008,T03_070T02_9000002634, 03:24:09.23, +34:04:09.74,,No identification within 1 arcsec,
1009,T03_070T03_9000002636, 03:25:13.01, +34:10:45.74,,No identification within 1 arcsec,
1010,T03_070T04_9000002638, 03:24:09.19, +34:10:45.74,,No identification within 1 arcsec,
1011,T03_070T05_9000002640, 03:25:13.05, +34:17:21.74,,No identification within 1 arcsec,
1012,T03_070T06_9000002642, 03:24:09.15, +34:17:21.74,,No identification within 1 arcsec,
1013,T03_070T07_9000002644, 03:24:41.10, +34:04:10.00,,No identification within 1 arcsec,
1014,T03_070T08_9000002646, 03:24:41.10, +34:17:22.00,,No identification within 1 arcsec,
1015,T03_070T09_9000002648, 03:25:12.97, +34:04:09.74,,No identification within 1 arcsec,
1016,T03_071T01_9000002610, 09:21:38.33, +33:21:38.33,,No identification within 1 arcsec,
1017,T03_075T01_9000002660, 12:21:21.941, 30:10:37.11,QSO B1218+304,BLLac,BL Lac - type object
1018,T03_090T01_9000002822, 07:00:11.55, -66:02:24.1,,No identification within 1 arcsec,
1019,T03_099T03_9000002854, 07:00:11.54, -66:02:24.1,,No identification within 1 arcsec,
1020,T03_108T01_9000002898, 18:20:21.88, +07:11:08.3,,No identification within 1 arcsec,
1021,T03_118T01_9000002962, 19:42:40.58, -10:19:25.50,NGC  6814,Seyfert_1,Seyfert 1 Galaxy
1022,T03_138T01_9000003162, 22:42:39.34, +29:43:31.30,UGC 12163,Seyfert_1,Seyfert 1 Galaxy
1023,T03_138T02_9000003172, 22:42:08.97, +29:36:55.08,,No identification within 1 arcsec,
1024,T03_138T03_9000003178, 22:43:09.74, +29:43:31.08,,No identification within 1 arcsec,
1025,T03_138T04_9000003180, 22:42:08.94, +29:43:31.08,,No identification within 1 arcsec,
1026,T03_138T05_9000003182, 22:43:09.77, +29:50:07.08,,No identification within 1 arcsec,
1027,T03_138T06_9000003184, 22:42:08.90, +29:50:07.08,,No identification within 1 arcsec,
1028,T03_138T07_9000003186, 22:42:39.34, +29:36:55.30,,No identification within 1 arcsec,
1029,T03_138T08_9000003188, 22:42:39.34, +29:50:07.30,,No identification within 1 arcsec,
1030,T03_138T09_9000003190, 22:43:09.70, +29:36:55.08,,No identification within 1 arcsec,
1031,T03_145T01_9000003278, 23:25:24.187, -38:26:49.189,2MASX J23252420-3826492,Seyfert_1,Seyfert 1 Galaxy
1032,T03_149T01_9000003314, 06:36:23.59, -42:52:04.10,MAXI J0637-430,LMXB,Low Mass X-ray Binary
1033,T03_149T02_9000003316, 06:35:47.51, -42:58:39.75,,No identification within 1 arcsec,
1034,T03_149T03_9000003318, 06:36:59.61, -42:52:03.75,,No identification within 1 arcsec,
1035,T03_149T04_9000003322, 06:35:47.57, -42:52:03.75,,No identification within 1 arcsec,
1036,T03_149T05_9000003324, 06:36:59.55, -42:45:27.75,,No identification within 1 arcsec,
1037,T03_149T06_9000003326, 06:35:47.63, -42:45:27.75,,No identification within 1 arcsec,
1038,T03_149T07_9000003332, 06:36:23.59, -42:58:40.10,,No identification within 1 arcsec,
1039,T03_149T08_9000003334, 06:36:23.59, -42:45:28.10,,No identification within 1 arcsec,
1040,T03_149T09_9000003336, 06:36:59.67, -42:58:39.75,,No identification within 1 arcsec,
1041,T03_156T01_9000003312, 00:45:28.800, 41:54:10.102,RX J0045.4+4154,Nova,Nova
1042,T03_168T01_9000003368, 2:9:34.537, -74:27:11.820,RX J0209.6-7427,HMXB,High Mass X-ray Binary
1043,T03_170T01_9000003388, 02:10:46.2004, -51:01:01.891,QSO B0208-512,BLLac,BL Lac - type object
1044,T03_173T01_9000003416, 10:48:27.62, 71:43:35.9,6C 104451+715930,QSO,Quasar
1045,T03_175T01_9000003428, 14:22:30.38, +32:23:10.32,QSO B1420+326,QSO,Quasar
1046,T03_189T01_9000003614, 13:21:17.813, 42:35:15.380,2MASX J13211781+4235153,Seyfert_2,Seyfert 2 Galaxy
1047,T03_191T01_9000003618, 5:20:28.040, -71:57:53.300,X LMC X-2,LMXB,Low Mass X-ray Binary
1048,T03_194T01_9000003620, 11:59:31.8, 29:14:44.0,Ton  599,QSO,Quasar
1049,T03_197T01_9000003626, 16:57:49.810, 35:20:32.399,V* HZ Her,LMXB,Low Mass X-ray Binary
1050,T03_200T01_9000003654, 11:06:47.5, +72:34:07,[MWP92] A,Radio,Radio-source
1051,T03_206T01_9000003672, 08:54:48.87, +20:06:30.64,QSO J0854+2006,BLLac,BL Lac - type object
1052,A08_003T16_9000003676, 12:32:41.744, 14:3:5.810,IC 3476,GinGroup,Galaxy in Group of Galaxies
1053,A07_091T03_9000003678, 21:42:55.98, -30:07:57.91,6dFGS gJ214256.0-300758,Galaxy,Galaxy
1054,A07_018T07_9000003680, 20:52:31.64, +29:40:54.2,,No identification within 1 arcsec,
1055,A07_018T09_9000003682, 20:46:49.07, +31:28:40.2,,No identification within 1 arcsec,
1056,A07_018T02_9000003684, 20:48:29.32, +29:43:23.8,,No identification within 1 arcsec,
1057,A07_171T02_9000003686, 13:25:34.08, -54:14:43.129,V* DY Cen,Erupt*RCrB,Variable Star of R CrB type
1058,A07_027T01_9000003690, 1:47:42.84, -52:45:42.84,NGC   685,Galaxy,Galaxy
1059,A07_097T01_9000003692, 23:3:15.674, 8:52:25.280,[RLA2011] A,IR,Infra-Red source
1060,A09_027T01_9000003694, 10:03:00.35, +68:49:26.63,,No identification within 1 arcsec,
1061,A09_027T02_9000003696, 09:59:54.19, +68:38:16.87,,No identification within 1 arcsec,
1062,A09_006T01_9000003700, 14:4:25.925, -17:13:40.550,IC  972,PN,Planetary Nebula
1063,A09_022T01_9000003702, 14:39:00.21, +64:17:29.98,V* EK Dra,BYDra,Variable of BY Dra type
1064,A07_059T07_9000003704, 20:20:08.76, +16:43:53.99,IC 4997,PN,Planetary Nebula
1065,A09_059T01_9000003706, 14:19:04, +52:52:12,,No identification within 1 arcsec,
1066,A09_061T02_9000003708, 13:39:35.06, -67:22:51.76,PN MyCn   18,PN,Planetary Nebula
1067,A09_057T04_9000003712, 23:14:48.50, -43:35:59.8,NGC  7531,GinGroup,Galaxy in Group of Galaxies
1068,A09_047T01_9000003714, 09:16:01.49, -36:37:37.4,NGC  2818,PN,Planetary Nebula
1069,A09_085T02_9000003716, 8:37:15.00, -29:57:18.00,,No identification within 1 arcsec,
1070,A08_003T17_9000003720, 12:30:57.112, 11:29:0.713,NGC  4491,GinGroup,Galaxy in Group of Galaxies
1071,A07_147T01_9000003722, 12:43:57.60, +16:22:54.00,3C 275.1,QSO,Quasar
1072,A09_008T05_9000003724, 15:4:1.201, 10:26:16.152,Mrk  841,Seyfert_1,Seyfert 1 Galaxy
1073,A09_043T02_9000003726, 10:43:57.7, 11:42:13.7,M  95,GinPair,Galaxy in Pair of Galaxies
1074,A07_148T02_9000003728, 13:34:40.770, -23:26:45.200,,No identification within 1 arcsec,
1075,A09_081T01_9000003730, 13:21:17.813, 42:35:15.380,2MASX J13211781+4235153,Seyfert_2,Seyfert 2 Galaxy
1076,A07_127T03_9000003732, 22:46:03.7, -11:00:04,NGC  7371,Galaxy,Galaxy
1077,A09_013T02_9000003734, 16:07:33, +54:38:31,,No identification within 1 arcsec,
1078,A09_006T05_9000003736, 11:53:00.88, -42:14:03.8,,No identification within 1 arcsec,
1079,A09_006T04_9000003738, 10:34:58.21, -29:05:40.1,,No identification within 1 arcsec,
1080,A09_016T03_9000003740, 13:56:53.62, +10:31:30.81,,No identification within 1 arcsec,
1081,A09_016T04_9000003742, 14:30:30, +13:39:12.00,,No identification within 1 arcsec,
1082,A09_043T01_9000003744, 13:37:00.9, -29:51:55.5,[GRL91] 1,PartofG,Part of a Galaxy
1083,A09_008T03_9000003746, 14:19:22.420, -26:38:40.999,ESO 511-30,Seyfert_1,Seyfert 1 Galaxy
1084,A09_008T06_9000003748, 0:59:53.280, 31:49:36.872,Mrk  352,Seyfert_1,Seyfert 1 Galaxy
1085,A09_033T01_9000003750, 21:3:1.846, -14:15:36.090,MCG-02-53-023,Galaxy,Galaxy
1086,A07_027T11_9000003752, 12:36:49.82, +13:9:46.44,M  90,Seyfert_2,Seyfert 2 Galaxy
1087,A09_147T01_9000003754, 23:24:48.0, -40:39:36.0,,No identification within 1 arcsec,
1088,A07_068T01_9000003756, 13:35:54.00, -34:17:44.00,,No identification within 1 arcsec,
1089,A07_068T01_9000003760, 13:35:54.00, -34:17:44.00,,No identification within 1 arcsec,
1090,A09_033T02_9000003762, 0:48:47.141, 31:57:25.085,NGC   262,Seyfert_2,Seyfert 2 Galaxy
1091,A09_085T03_9000003764, 2:14:43.01, 59:29:6.00,,No identification within 1 arcsec,
1092,A09_142T01_9000003766, 14:00:45.82, 59:19:43.32,NGC  5430,EmG,Emission-line galaxy
1093,T03_218T01_9000003770, 17:17:26, +51:12:58,,No identification within 1 arcsec,
1094,A09_138T04_9000003776, 5:3:49.254, -28:23:8.313,PPMXL 2431202680279124324,CataclyV*,Cataclysmic Variable Star
1095,A09_012T01_9000003778, 02:28:38.1, -73:52:26.9,,No identification within 1 arcsec,
1096,A09_012T02_9000003780, 02:13:03, -74:04:51.7,,No identification within 1 arcsec,
1097,A09_012T03_9000003782, 01:58:01, -74:14:14.9,,No identification within 1 arcsec,
1098,A09_012T04_9000003784, 01:51:29.3, -74:14:25.7,,No identification within 1 arcsec,
1099,A09_079T03_9000003790, 03:31:12.00, +43:54:15.4,V* GK Per,Nova,Nova
1100,A09_143T03_9000003794, 03:01:39.58, -08:06:45.20,[VV2003c] J030139.6-080645,Seyfert_1,Seyfert 1 Galaxy
1101,A09_008T02_9000003796, 4:26:0.724, -57:12:0.972,LB  1727,Seyfert_1,Seyfert 1 Galaxy
1102,A09_038T02_9000003798, 0:41:52.944, -73:22:58.503,,No identification within 1 arcsec,
1103,A09_038T04_9000003802, 0:45:57.288, -72:43:52.702,,No identification within 1 arcsec,
1104,A09_143T05_9000003804, 15:55:16.41, +35:43:24.65,SDSS J155516.41+354324.7,BClG,Brightest galaxy in a Cluster (BCG)
1105,A09_143T08_9000003806, 16:16:42.64, +20:57:20.11,SDSS J161642.63+205720.1,Galaxy,Galaxy
1106,A09_088T01_9000003808, 03:12:16.21, -55:12:58.40,NGC  1261,GlCl,Globular Cluster
1107,A09_088T01_9000003812, 03:12:16.21, -55:12:58.40,NGC  1261,GlCl,Globular Cluster
1108,A09_127T01_9000003816, 14:28:36.12, 46:07:12,,No identification within 1 arcsec,
1109,A09_127T02_9000003818, 14:26:24, 46:48:00,,No identification within 1 arcsec,
1110,A09_127T03_9000003820, 14:23:24, 46:06:00,,No identification within 1 arcsec,
1111,A09_108T02_9000003822, 00:39:51.64, +40:21:11.3,,No identification within 1 arcsec,
1112,A09_056T01_9000003824, 18:29:31.781, 48:44:46.159,ICRF J182931.7+484446,Seyfert_1,Seyfert 1 Galaxy
1113,A07_146T01_9000003828, 03:49:23.18, -11:59:27.00,QSO B0347-121,BLLac,BL Lac - type object
1114,A09_038T05_9000003830, 0:48:27.434, -72:25:47.661,,No identification within 1 arcsec,
1115,A09_038T06_9000003832, 0:50:52.648, -72:07:35.746,,No identification within 1 arcsec,
1116,A09_095T02_9000003840, 5:20:28.040, -71:57:53.300,X LMC X-2,LMXB,Low Mass X-ray Binary
1117,A09_038T10_9000003844, 0:48:18.684, -73:02:27.311,,No identification within 1 arcsec,
1118,A09_095T02_9000003846, 5:20:28.040, -71:57:53.300,X LMC X-2,LMXB,Low Mass X-ray Binary
1119,T03_223T01_9000003850, 03:24:41.1, +34:10:46,QSO J0324+3410,BLLac,BL Lac - type object
1120,A09_038T08_9000003856, 0:43:01.829, -73:38:28.794,,No identification within 1 arcsec,
1121,A09_038T07_9000003858, 0:53:13.152, -71:49:17.290,,No identification within 1 arcsec,
1122,A09_038T09_9000003860, 0:45:43.034, -73:20:31.805,,No identification within 1 arcsec,
1123,A07_027T01_9000003862, 1:47:42.84, -52:45:42.84,NGC   685,Galaxy,Galaxy
1124,A09_079T01_9000003864, 05:43:33.5, -68:22:23,,No identification within 1 arcsec,
1125,T03_230T01_9000003874, 21:57:40.680, -80:21:28.80,FRB 20190711A,radioBurst,radio Burst
1126,A09_038T10_9000003876, 0:48:18.684, -73:02:27.311,,No identification within 1 arcsec,
1127,A09_038T11_9000003878, 0:50:49.036, -72:44:15.698,,No identification within 1 arcsec,
1128,A09_038T12_9000003880, 0:53:14.335, -72:25:57.324,,No identification within 1 arcsec,
1129,A09_038T21_9000003882, 1:00:16.841, -72:07:03.869,,No identification within 1 arcsec,
1130,A09_038T17_9000003884, 0:50:45.158, -73:20:55.638,,No identification within 1 arcsec,
1131,T03_232T01_9000003886, 21:57:40.680, -80:21:28.80,FRB 20190711A,radioBurst,radio Burst
1132,A09_038T18_9000003890, 0:53:15.604, -73:02:37.319,,No identification within 1 arcsec,
1133,A09_038T19_9000003892, 0:55:40.873, -72:44:12.363,,No identification within 1 arcsec,
1134,T03_233T01_9000003894, 21:57:40.680, -80:21:28.80,FRB 20190711A,radioBurst,radio Burst
1135,T03_241T01_9000003902, 00:48:19.2, 85:13:26.1,,No identification within 1 arcsec,
1136,T03_240T01_9000003906, 00:48:19.2, 85:13:26.1,,No identification within 1 arcsec,
1137,T03_236T01_9000003908, 03:24:41.1, +34:10:46,QSO J0324+3410,BLLac,BL Lac - type object
1138,T03_247T01_9000003914, 00:48:19.2, 85:13:26.1,,No identification within 1 arcsec,
1139,T03_243T01_9000003918, 19:42:40.644, -10:19:24.57,NGC  6814,Seyfert_1,Seyfert 1 Galaxy
1140,C05_013T06_9000003920, 00:48:19.2, 85:13:26.1,,No identification within 1 arcsec,
1141,A09_038T11_9000003924, 0:50:49.036, -72:44:15.698,,No identification within 1 arcsec,
1142,A09_038T12_9000003926, 0:53:14.335, -72:25:57.324,,No identification within 1 arcsec,
1143,A09_038T13_9000003928, 0:55:34.812, -72:07:32.525,,No identification within 1 arcsec,
1144,A09_038T14_9000003930, 0:57:50.685, -71:49:01.615,,No identification within 1 arcsec,
1145,A09_038T15_9000003932, 1:00:02.165, -71:30:24.888,SSTISAGEMA J010002.16-713024.5,Candidate_RGB*,Possible Red Giant Branch star
1146,T03_249T01_9000003934, 8:54:48.875, 20:6:30.643,QSO J0854+2006,BLLac,BL Lac - type object
1147,A09_038T15_9000003936, 1:00:02.165, -71:30:24.888,SSTISAGEMA J010002.16-713024.5,Candidate_RGB*,Possible Red Giant Branch star
1148,A09_038T16_9000003938, 0:48:09.277, -73:39:06.959,,No identification within 1 arcsec,
1149,A09_038T20_9000003940, 0:58:01.208, -72:25:41.108,,No identification within 1 arcsec,
1150,A09_038T22_9000003942, 1:02:27.991, -71:48:20.942,,No identification within 1 arcsec,
1151,A09_038T23_9000003944, 0:53:16.969, -73:39:17.339,,No identification within 1 arcsec,
1152,A09_038T25_9000003946, 0:58:12.493, -73:02:20.524,,No identification within 1 arcsec,
1153,A09_038T26_9000003948, 1:00:32.561, -72:43:42.702,,No identification within 1 arcsec,
1154,A09_038T27_9000003950, 1:02:47.828, -72:24:59.034,,No identification within 1 arcsec,
1155,A09_038T28_9000003952, 1:04:58.525, -72:06:09.814,,No identification within 1 arcsec,
1156,A09_038T29_9000003954, 1:07:04.866, -71:47:15.316,,No identification within 1 arcsec,
1157,A09_038T30_9000003958, 0:58:24.625, -73:38:59.920,,No identification within 1 arcsec,
1158,A09_038T31_9000003960, 1:00:49.439, -73:20:21.441,,No identification within 1 arcsec,
1159,A09_038T32_9000003962, 1:03:09.100, -73:01:36.946,,No identification within 1 arcsec,
1160,A09_038T14_9000003964, 0:57:50.685, -71:49:01.615,,No identification within 1 arcsec,
1161,A09_038T13_9000003966, 0:55:34.812, -72:07:32.525,,No identification within 1 arcsec,
1162,A09_038T24_9000003968, 0:55:47.381, -73:20:52.182,,No identification within 1 arcsec,
1163,A09_038T33_9000003970, 1:05:23.865, -72:42:46.752,,No identification within 1 arcsec,
1164,T03_259T01_9000003972, 0:45:28.800, 41:54:10.100,RX J0045.4+4154,Nova,Nova
1165,T03_257T01_9000003976, 22:42:54.4073, 29:42:44.342,,No identification within 1 arcsec,
1166,A09_038T36_9000003978, 1:03:31.967, -73:38:14.724,,No identification within 1 arcsec,
1167,A09_038T37_9000003980, 1:05:51.068, -73:19:23.454,,No identification within 1 arcsec,
1168,A09_038T38_9000003982, 1:05:29.187, -72:59:00.850,,No identification within 1 arcsec,
1169,A09_038T39_9000003984, 1:10:10.526, -72:37:19.255,,No identification within 1 arcsec,
1170,A09_038T41_9000003986, 1:10:52.008, -73:17:58.300,,No identification within 1 arcsec,
1171,T03_262T01_9000003988, 0:45:28.800, 41:54:10.100,RX J0045.4+4154,Nova,Nova
1172,A09_038T42_9000003992, 1:15:52.002, -73:16:06.089,,No identification within 1 arcsec,
1173,A09_038T43_9000003994, 1:18:49.356, -73:33:13.295,,No identification within 1 arcsec,
1174,A09_038T44_9000003996, 1:20:50.797, -73:13:46.969,,No identification within 1 arcsec,
1175,A09_038T45_9000003998, 1:23:52.711, -73:30:37.992,,No identification within 1 arcsec,
1176,A10_002T05_9000004000, 0:44:08.88, 41:33:26.45,,No identification within 1 arcsec,
1177,A09_038T46_9000004002, 1:25:48.148, -73:11:01.119,,No identification within 1 arcsec,
1178,A09_038T47_9000004004, 1:28:54.414, -73:27:35.593,,No identification within 1 arcsec,
1179,A09_038T35_9000004006, 1:09:39.651, -72:04:50.419,,No identification within 1 arcsec,
1180,A09_038T34_9000004008, 1:07:33.973, -72:23:51.151,,No identification within 1 arcsec,
1181,A10_024T01_9000004010, 22:19:51, -48:42:40,,No identification within 1 arcsec,
1182,A09_038T40_9000004012, 1:12:19.420, -72:22:17.540,,No identification within 1 arcsec,
1183,A10_009T02_9000004014, 1:26:58.095, -32:32:35.438,V* R Scl,C*,Carbon Star
1184,A10_016T01_9000004016, 11:39:14.872, 17:8:37.208,UGC  6614,LINER,LINER-type Active Galaxy Nucleus
1185,A10_016T02_9000004018, 2:40:23.967, -8:26:0.758,NGC  1042,GinPair,Galaxy in Pair of Galaxies
1186,A10_048T08_9000004020, 22:16:29.1, -21:25:50.5,IC 1438,EmG,Emission-line galaxy
1187,A10_002T04_9000004022, 0:42:50.57, 41:15:00.82,,No identification within 1 arcsec,
1188,A10_002T05_9000004024, 0:44:08.88, 41:33:26.45,,No identification within 1 arcsec,
1189,A10_024T01_9000004026, 22:19:51, -48:42:40,,No identification within 1 arcsec,
1190,A10_048T01_9000004028, 01:34:18.2, -29:25:06.6,NGC   613,AGN,Active Galaxy Nucleus
1191,A10_048T06_9000004030, 23:47:51.7, -30:31:19.2,NGC  7755,EmG,Emission-line galaxy
1192,A10_049T01_9000004032, 04:26:00.71, -57:12:01.77,LB  1727,Seyfert_1,Seyfert 1 Galaxy
1193,A10_016T01_9000004034, 11:39:14.872, 17:8:37.208,UGC  6614,LINER,LINER-type Active Galaxy Nucleus
1194,A10_021T02_9000004036, 4:45:42.500, -59:14:49.852,[JBC2011] 15,X,X-ray source
1195,A10_021T03_9000004038, 10:43:57.700, 11:42:13.702,M  95,GinPair,Galaxy in Pair of Galaxies
1196,A10_021T08_9000004042, 12:47:12, 13:54:1.28,,No identification within 1 arcsec,
1197,A10_021T01_9000004044, 2:46:19.050, -30:16:29.600,NGC  1097,LINER,LINER-type Active Galaxy Nucleus
1198,A10_045T01_9000004046, 01:43:02.40, +13:38:42.20,,No identification within 1 arcsec,
1199,A10_045T02_9000004048, 02:28:20.11, -31:52:51.7,ESO 415-26,Galaxy,Galaxy
1200,A10_048T02_9000004050, 02:46:19.1, -30:16:29.6,NGC  1097,LINER,LINER-type Active Galaxy Nucleus
1201,A10_045T03_9000004052, 10:39:26.89, +47:56:49.60,UGC  5791,GinPair,Galaxy in Pair of Galaxies
1202,A10_057T02_9000004054, 07:23:01.4, 36:21:17.1,SDSS J072301.42+362117.1,Galaxy,Galaxy
1203,A10_073T01_9000004056, 06:25:16.2, +73:34:38.9,V* MU Cam,XB,X-ray Binary
1204,A10_073T04_9000004058, 11:43:38.3, +71:41:19.7,,No identification within 1 arcsec,
1205,A10_057T05_9000004060, 09:00:24.1, 25:36:53.3,UGC  4722,Galaxy,Galaxy
1206,A10_024T01_9000004062, 22:19:51, -48:42:40,,No identification within 1 arcsec,
1207,A10_090T14_9000004064, 23:25:53.600, 42:32:6.000,NGC  7662,PN,Planetary Nebula
1208,A10_045T04_9000004066, 11:51:36.046, +16:39:51.43,LEDA   37112,Galaxy,Galaxy
1209,A10_073T05_9000004068, 08:38:10.7, +48:38:04.0,,No identification within 1 arcsec,
1210,A10_090T16_9000004070, 17:58:33.404, 66:37:58.749,NGC  6543,PN,Planetary Nebula
1211,A10_045T09_9000004072, 14:51:14.41, +35:32:32.17,UGC  9562,GinPair,Galaxy in Pair of Galaxies
1212,A10_067T01_9000004076, 8:54:48.875, 20:6:30.640,QSO J0854+2006,BLLac,BL Lac - type object
1213,A10_102T06_9000004078, 11:23:33.56, 67:11:09.90,2MASS J11233360+6711102,AGN,Active Galaxy Nucleus
1214,A10_102T10_9000004080, 10:46:16.70, 57:51:27.90,2MASS J10461671+5751281,AGN,Active Galaxy Nucleus
1215,A10_116T01_9000004082, 02:46:19.05, -30:16:29.6,NGC  1097,LINER,LINER-type Active Galaxy Nucleus
1216,A10_101T02_9000004084, 0:53:34.933, 12:41:35.927,Mrk 1502,Seyfert_1,Seyfert 1 Galaxy
1217,A10_045T05_9000004086, 13:10:05.84, +34:10:52.0,SDSSCGB 6435.1,Galaxy,Galaxy
1218,A10_058T13_9000004088, 01:08:08.070, -15:30:42.73,LEDA  910245,EmG,Emission-line galaxy
1219,A10_101T21_9000004090, 16:13:57.179, 65:43:9.954,Mrk  876,Seyfert_1,Seyfert 1 Galaxy
1220,A10_050T06_9000004092, 08:18:23.00, -11:11:38.94,ATO J124.5958-11.1941,V*,Variable Star
1221,A10_110T04_9000004094, 10:45:18.0, +35:19:13,SDSS J104518.03+351913.1,Galaxy,Galaxy
1222,A10_123T03_9000004096, 11:15:48.05, 29:11:17.70,,No identification within 1 arcsec,
1223,A10_110T05_9000004098, 11:07:13.2, +65:06:07,MCG+11-14-003b,LINER,LINER-type Active Galaxy Nucleus
1224,A10_058T09_9000004100, 00:42:05.019, -09:32:04.07,MCG-02-02-091,GinCl,Galaxy in Cluster of Galaxies
1225,A10_102T07_9000004102, 02:28:49.51, -09:01:53.80,SDSS J022849.51-090153.8,Seyfert_1,Seyfert 1 Galaxy
1226,A10_110T01_9000004104, 10:23:32.6, +10:57:35,NGC  3217,RadioG,Radio Galaxy
1227,A10_102T03_9000004106, 11:07:31.23, 13:47:12.80,SDSS J110731.23+134712.9,AGN_Candidate,Possible Active Galaxy Nucleus
1228,A10_045T06_9000004108, 14:04:54.73, +12:42:16.88,[BKD2008] WR 336,PartofG,Part of a Galaxy
1229,A10_045T07_9000004110, 14:04:53.72, +12:43:18.10,,No identification within 1 arcsec,
1230,A10_073T08_9000004112, 05:25:22.5, +24:13:31.8,,No identification within 1 arcsec,
1231,A10_110T03_9000004114, 11:38:12.9, +12:06:43,,No identification within 1 arcsec,
1232,A10_021T04_9000004116, 12:21:32.760, 14:36:22.201,NGC  4298,GinPair,Galaxy in Pair of Galaxies
1233,A10_021T08_9000004118, 12:47:12, 13:54:1.28,,No identification within 1 arcsec,
1234,A10_123T03_9000004120, 11:15:48.05, 29:11:17.70,,No identification within 1 arcsec,
1235,A10_123T06_9000004122, 11:30:11.34, 44:15:18.90,,No identification within 1 arcsec,
1236,A10_123T07_9000004124, 12:10:43.63, 42:15:51.21,,No identification within 1 arcsec,
1237,A10_123T08_9000004126, 13:10:59.87, 51:29:14.04,,No identification within 1 arcsec,
1238,A10_093T01_9000004128, 05:21:56.58, +43:59:22.00,ATO J080.4857+43.9894,RGB*,Red Giant Branch star
1239,A10_103T01_9000004132, 13:26:47.24, -47:28:46.5,NGC  5139,GlCl,Globular Cluster
1240,A10_103T08_9000004136, 15:00:18.45, -82:12:49.3,IC 4499,GlCl,Globular Cluster
1241,A10_123T06_9000004138, 11:30:11.34, 44:15:18.90,,No identification within 1 arcsec,
1242,A10_123T07_9000004140, 12:10:43.63, 42:15:51.21,,No identification within 1 arcsec,
1243,A10_115T03_9000004142, 12:45:07.82, +45:26:24.90,V* Y CVn,C*,Carbon Star
1244,A10_064T01_9000004144, 02:21:30.6, +39:21:58,[T2015] nest 201849,PairG,Pair of Galaxies
1245,A10_064T02_9000004146, 11:39:43.6, +31:55:12,,No identification within 1 arcsec,
1246,A10_048T07_9000004148, 12:25:55.6, 18:12:50.0,NGC  4394,GinPair,Galaxy in Pair of Galaxies
1247,A10_082T04_9000004150, 16:04:26.55, +40:40:58.95,NGC  6058,PN,Planetary Nebula
1248,A10_123T08_9000004152, 13:10:59.87, 51:29:14.04,,No identification within 1 arcsec,
1249,A10_048T03_9000004154, 13:08:48.7, -06:46:39.0,NGC  4981,GinGroup,Galaxy in Group of Galaxies
1250,A10_073T06_9000004156, 06:36:32.5, +35:35:43.3,V* V647 Aur,XB,X-ray Binary
1251,A10_103T04_9000004158, 07:38:08.47, +38:52:56.8,,No identification within 1 arcsec,
1252,A10_123T02_9000004160, 08:38:44.25, 43:22:20.19,,No identification within 1 arcsec,
1253,A10_094T20_9000004164, 05:37:34.9020, -70:11:41.039,,No identification within 1 arcsec,
1254,A10_063T01_9000004182, 14:06:21.889, +22:23:46.515,LEDA   50313,Seyfert_1,Seyfert 1 Galaxy
1255,A10_099T01_9000004184, 12:52:12.461, -13:24:52.992,NGC  4748,Seyfert_1,Seyfert 1 Galaxy
